"Name","Key","Section","Italian","English","German","French","Notes","Status","Ready to sync"
"Availability.loading","Availability.loading","Contact","Caricamento calendario","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Caricamento calendario""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.previousMonth","Availability.previousMonth","Contact","Mese precedente","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Mese precedente""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.nextMonth","Availability.nextMonth","Contact","Mese successivo","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Mese successivo""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.today","Availability.today","Contact","Oggi","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Oggi""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.states.available","Availability.states.available","Contact","Disponibile","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability.states | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Disponibile""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.states.unavailable","Availability.states.unavailable","Contact","Non disponibile","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability.states | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Non disponibile""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.states.unknown","Availability.states.unknown","Contact","Da verificare","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability.states | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Da verificare""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.states.past","Availability.states.past","Contact","Data passata","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability.states | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Data passata""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.notPublished","Availability.notPublished","Contact","Le disponibilità non sono ancora pubblicate. Chiedi alla proprietaria informazioni sulle date che preferisci.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Le disponibilità non sono ancora pubblicate. Chiedi alla proprietaria informazioni sulle date che preferisci.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.disclaimer","Availability.disclaimer","Contact","Le disponibilità indicate sono orientative. La conferma definitiva verrà fornita dalla proprietaria.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability | tipo: testo
Italiano attuale (repository prima del pass): ""Le disponibilità indicate sono orientative. La conferma definitiva verrà fornita dalla proprietaria.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Conferma finale della proprietaria: significato di sicurezza preservato integralmente. Nessun cambio a disponibilità o integrazione iCal.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.withoutJavaScript","Availability.withoutJavaScript","Contact","Attiva JavaScript per visualizzare il calendario.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Attiva JavaScript per visualizzare il calendario.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Common.Footer.brand","Common.Footer.brand","Common","The Ranco Bay","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Common.Footer | tipo: etichetta
Italiano attuale (repository prima del pass): ""The Ranco Bay""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it 390px: 2 righe; /it 834px: 1 righe; /it 1024px: 1 righe; /it 1366px: 1 righe; /it 1440px: 1 righe; /it 1680px: 1 righe; /it 1920px: 1 righe; /it 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff813e850fed6dc7577a9d
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Common.Footer.location","Common.Footer.location","Common","Ranco • Lago Maggiore • Italia","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Common.Footer | tipo: etichetta
Italiano attuale (repository prima del pass): ""Ranco • Lago Maggiore • Italia""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff813ba8cdd7bfd82dd4cd
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Common.NotFound.title","Common.NotFound.title","Common","Pagina non trovata","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Common.NotFound | tipo: titolo
Italiano attuale (repository prima del pass): ""Pagina non trovata""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): not-found 390px: 2 righe; not-found 834px: 1 righe; not-found 1440px: 1 righe; not-found 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff812c9bcde7539306d6bb
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Common.NotFound.description","Common.NotFound.description","Common","La pagina richiesta non fa parte di questo sito.","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Common.NotFound | tipo: testo
Italiano attuale (repository prima del pass): ""La pagina richiesta non fa parte di questo sito.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8140aee7f3f7a54a7604
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Common.NotFound.returnHome","Common.NotFound.returnHome","Common","Torna alla home","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Common.NotFound | tipo: CTA
Italiano attuale (repository prima del pass): ""Torna alla home""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81e18cb8e5a253aeb7b8
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Common.Gallery.previousItem","Common.Gallery.previousItem","Common","Elemento precedente","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Common.Gallery | tipo: etichetta
Italiano attuale (repository prima del pass): ""Elemento precedente""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81dcbb85e33c5d109d3a
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Common.Gallery.nextItem","Common.Gallery.nextItem","Common","Elemento successivo","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Common.Gallery | tipo: etichetta
Italiano attuale (repository prima del pass): ""Elemento successivo""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8135b0a3f2275de71209
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Accessibility.skipToContent","Accessibility.skipToContent","Accessibility","Vai al contenuto principale","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Accessibility | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Vai al contenuto principale""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81d8800fc54e9e1a679e
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Accessibility.closeDialog","Accessibility.closeDialog","Accessibility","Chiudi finestra","","","","AUDIT IT — 2026-09-03 | pagina: trasversale | sezione: Accessibility | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Chiudi finestra""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81b19253cdfb791becdc
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
